row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
"tag","19774b87-9e53-4c0a-b0b7-89f45572adb8","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","spot_check","","","","",""
"tag","463158d6-f100-4a21-b472-7f6c92b815fb","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","b8295910-aadc-4534-9cc5-44616c41881d","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","e03c2191-9750-4f15-be43-9e9039d7fbc8","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","aed438f9-0d45-4178-b685-f00e13d7a387","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","2a1b7215-c398-48ba-a705-05b839715531","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","992cecd7-d386-476e-b991-946b4f57c547","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","79e05069-828a-47cb-9a17-5bf19f9c0beb","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","fecae518-b32d-41e8-808c-b7d2839012d5","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","01e7d619-67b4-4809-8858-f7d69c744c26","2025","71faffff-a24e-49ae-918e-1216b65553d8","Statement and argument ΓÇö strong or weak","","","","","","",""
"tag","ea94b38e-92ac-4323-88e9-c2631d0f5c93","2025","7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88","Development financial institutions ΓÇö NABARD, SIDBI, NHB, NaBFID, EXIM","","","","","","",""
"tag","bd0a03df-242d-4e3e-8f14-e0d002225ae0","2025","7e1e6fc8-4e40-4e18-bfb7-660c80143603","RBI Act 1934 ΓÇö constitution, note issue, functions","","","","","","",""
"tag","92d26f3d-7f1d-4b2d-80b5-e08ad01ccf2c","2025","80431c8b-edaf-43bc-9179-ac4ddb667a6b","Process innovation and Business Process Re-engineering","","","","","","",""
"tag","30a947e6-05fa-4670-909f-b02b9ea1cf39","2025","8725d916-ccfc-4b37-8cc8-ce931ec98592","Margining ΓÇö initial and variation","","","","","","",""
"tag","b3611c79-8733-42ae-a6e6-5c3b5a218e9f","2025","87d209e9-dc7e-4bda-ab68-45774ff65364","Controlling and supervision of day-to-day activities","","","","","","",""
"tag","954324be-4150-4b8b-9d6e-9b12e46ee29d","2025","893c3058-a22f-46b8-818b-768a6d7bdeb5","AS 11 ΓÇö foreign exchange, FCMITDA, non-integrated operations","","","","","","",""
"tag","9da9ff6a-c1d6-4fd6-95fd-6e93bb3a5850","2025","89b27d9f-7081-4930-9186-c41b93349e1a","Number series ΓÇö multiplicative and mixed patterns","","","","","","",""
"tag","20d85d2e-9f48-439e-a74a-d5bacd6db7c7","2025","89b27d9f-7081-4930-9186-c41b93349e1a","Number series ΓÇö multiplicative and mixed patterns","","","","","","",""
"tag","4a842ea2-182c-441e-9a35-3a3c9a2bc3d5","2025","8ae22500-d6b0-4477-9480-d7199e784b1b","Which costing method suits which industry","","","","","","",""
"tag","440ec161-1ad7-4fc0-b6a5-55179e03304b","2025","8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9","Row with unknown number of persons","","","","","","",""
"tag","8955d377-bd64-43d1-9f7a-6be17c26b00c","2025","8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9","Row with unknown number of persons","","spot_check","","","","",""
"tag","b34ced03-17a7-405d-b228-962575dc6668","2025","8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9","Row with unknown number of persons","","","","","","",""
"tag","7c280b22-0bc5-4e5a-833a-3bf00d53600e","2025","8fa1dcd2-aabb-4340-b70a-c98ab28a6679","Call, notice and term money","","","","","","",""
"tag","cac82f2f-e332-4100-96e4-833a8faf4c13","2025","90a4700b-5c25-481c-a0b0-07b51e1dc28c","Letter and digit pair counting","","","","","","",""
"tag","ca991df9-1b7c-4a38-b306-e21898a09e47","2025","96a29b61-265f-45da-ac54-b7fc2abbf95b","Contango and backwardation","","","","","","",""
"tag","759955cf-68f0-48e5-a614-6acff8938e43","2025","9ce26fd0-9787-4ed3-b02e-003d2c78327f","Broad trends in the Union Budget","","","","","","",""
"tag","f8a88dc0-c8b1-4b6b-8a3b-f5c4f16a9cd5","2025","9da6f0b1-57ff-4a8b-a0e7-40f85cee7b22","Individual and combined work rates","","","","","","",""
"tag","dbacb035-5746-4f07-b49a-a824ffe7b2bc","2025","9ea559c5-2c7b-49b4-8ab0-98938fd471df","Simple and compound interest","","","","","","",""
"tag","336ff4e8-f004-4927-a926-4b9c726d86e9","2025","9f8bf02d-9a4f-441b-953b-2c7e16bd1ae5","Demographic trends","","","","","","",""
"tag","929f19ff-d492-49a1-8959-58329abf95af","2025","9f8bf02d-9a4f-441b-953b-2c7e16bd1ae5","Demographic trends","","","","","","",""
"tag","51603ea9-449e-4e9b-bea4-bc8d20d6a405","2025","9f8bf02d-9a4f-441b-953b-2c7e16bd1ae5","Demographic trends","","","","","","",""
"tag","cf247c23-db76-446a-a5cd-c1730ec2881f","2025","a3da90af-8bfa-457f-94d6-fa7d072fa042","Poverty alleviation and employment generation in India","","","","","","",""
"tag","292aaed4-196b-488b-b1a4-6f2a201029e5","2025","a3da90af-8bfa-457f-94d6-fa7d072fa042","Poverty alleviation and employment generation in India","","","","","","",""
"tag","c1adce9c-164f-46a2-9023-aaa342ab2a4c","2025","a3da90af-8bfa-457f-94d6-fa7d072fa042","Poverty alleviation and employment generation in India","","","","","","",""
"tag","e714ec71-3dea-4339-bc3b-22d9a372fbe6","2025","a704c46a-26db-43f5-9ece-3e339a15ac3b","Circle ΓÇö area, circumference and sectors","","","","","","",""
"tag","70621214-2799-447d-ad2c-933298119b6d","2025","a91ae85c-9a36-400b-84d5-2be30725ecfe","Agricultural and export credit guarantee insurance","","","","","","",""
"tag","02e29d95-b994-4664-b388-d72e8411f3d7","2025","a9883304-de94-409d-9982-1321b6035395","Underwriting and devolvement","","","","","","",""
"tag","7319d2d7-43bb-41e3-b27d-79adad9131a9","2025","aa771f11-bf97-4208-865b-e85f784f6c9a","Commercial paper ΓÇö eligibility and net worth","","","","","","",""
"tag","37774254-4699-4c87-ad88-c459f95abcea","2025","ae3d406e-d3f7-43df-95e5-78a621cfc421","PFRDA Act 2013 ΓÇö powers and functions","","","","","","",""
"tag","e19b4ae5-8bf4-498e-81df-8554a72e4158","2025","ae3d406e-d3f7-43df-95e5-78a621cfc421","PFRDA Act 2013 ΓÇö powers and functions","","spot_check","","","","",""
"tag","c5da09aa-be6f-4e07-b40f-18c5a1e62251","2025","b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a","Number series ΓÇö arithmetic and difference patterns","","","","","","",""
"tag","07b17bf6-7562-4bf6-912c-186eaa510a93","2025","b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a","Number series ΓÇö arithmetic and difference patterns","","","","","","",""
"tag","f7057ea1-5b44-4691-86d1-764d3f5049ff","2025","b23d73d0-f433-4321-8232-e15eda5d1582","FSDC and regulatory coordination","","","","","","",""
"tag","71b75077-f247-4d87-aec7-71a39d6b58e4","2025","b3d81d2c-a6e7-40d0-84dc-eea66c22bee7","Clearing corporations and settlement","","","","","","",""
"tag","230c9d7c-5b5c-425e-bb96-b8460305e524","2025","b40455eb-5470-4a6a-a540-db75843698ba","Research analyst and investment adviser regulations","","","","","","",""
"tag","a999473c-a73d-4d38-a14f-692260dcf43b","2025","b65d24b6-0f30-43e0-8149-2f8f56f8f392","Job costing","","","","","","",""
"tag","762ccd76-5166-4445-bed9-8a1526ff2f0a","2025","b8aa6c4d-7880-4c5a-a78d-134faa5d6749","Swaps ΓÇö interest rate and currency","","","","","","",""
"tag","06c48d8b-4145-4dfd-833a-6b7b4318125b","2025","b8aa6c4d-7880-4c5a-a78d-134faa5d6749","Swaps ΓÇö interest rate and currency","","","","","","",""
"tag","3d9f23ff-9a6f-40f1-bd18-3dac41aabace","2025","ba164b72-afb0-458f-87f4-b413e45719e7","NDS-OM and the G-sec auction platform","","","","","","",""
"tag","79b30e9f-6a89-433b-b9ec-e6b101c7712b","2025","ba7baa6e-c6aa-4961-9163-0f9ef870cd7c","GIFT City ecosystem","","","","","","",""
"tag","8920228a-9c50-4749-b1e9-2524b5ed8de3","2025","bb343a30-e26e-474a-9ab7-6ecab8e6931b","Partnership and profit sharing","","","","","","",""
"tag","168d5514-f680-475f-b671-ff74c863fd56","2025","bd20e212-5d6f-44c3-bddf-daede6e0516f","Credit rating agencies and sovereign ratings","","","","","","",""
"tag","ac5a7231-1945-4279-a825-ad1f3605017c","2025","bdc504eb-8d08-466c-954c-f8705705f53c","Leverage ratios ΓÇö debt-equity and capital gearing","","","","","","",""
"tag","f45455d2-6a1f-4794-83d8-c26e2039d543","2025","c1eb7815-50ba-46e1-ac59-75fa6cd35b98","Planning premises","","","","","","",""
"tag","e402a098-575b-4268-94ff-536817e3e366","2025","c5601368-743b-44df-80e0-353aeb680835","IFSC framework and unified regulation","","","","","","",""
"tag","34e2fd88-1160-4a35-a8ba-4d803dd411b1","2025","c5601368-743b-44df-80e0-353aeb680835","IFSC framework and unified regulation","","","","","","",""
"tag","c48ca113-ec27-4a45-acb4-d1db2d41b17e","2025","c7ea1e13-578a-4977-a08e-df0a6d689f16","Forwards vs futures","","","","","","",""
"tag","ac9b09b9-7c46-463b-b689-0d8002509548","2025","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","31d8e0d4-a0e8-4eae-8d2a-81d2bfa595e0","2025","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","spot_check","","","","",""
"tag","7d254d45-4148-4816-a3d1-6832e7d7d204","2025","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","c7d52dce-4949-4d9a-a0b7-28323719d8da","2025","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","29720374-1fbc-4bea-968c-7f7b2fa754d4","2025","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","d25842df-9caf-4cfb-8eeb-437d1a574ed4","2025","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","a9f5fc2c-d90f-416b-bd23-e41fb985efa7","2025","d17a9a7b-d3dd-4b7f-910c-160c168fa6a3","PPP models and the project sponsoring authority","","","","","","",""
"tag","eba7dcd1-1491-418d-b70e-6d01e24d11a4","2025","d1979e85-7942-4fdd-a5fa-b1d2e29f5977","Boats and streams","","","","","","",""
"tag","d55d4421-15ff-4425-ad9d-382016c44935","2025","dbf5ff73-47b3-490b-9a19-b0832fe4da7b","History of Indian insurance","","","","","","",""
"tag","06f06816-6b20-405e-928e-c22975762bba","2025","e150a45a-9706-47a3-b57a-a2768913db7e","ESOP valuation methods","","","","","","",""
"tag","0b53591a-ab41-4664-8c3c-8df7dbec8751","2025","e2ed0952-3f31-409c-a5c3-617d9dfa7640","Themes and findings of the latest Economic Survey","","","","","","",""
"tag","cca8d716-760b-4cf2-9c1e-87e2387ed212","2025","e7dfdb22-8ee7-445d-9f0a-e27ccf215314","Letter-to-symbol coding","","","","","","",""
"tag","28964d65-627e-43f2-b8b8-762c7047fef7","2025","e8fccc09-a2c9-4076-a001-ad1c2378a23f","NBFC categories ΓÇö IFC, Factor, P2P","","","","","","",""
"tag","f2702553-6db2-4727-9097-d52685c2dc58","2025","eab5fa38-2696-4ec6-ac94-9da924086f92","Account Aggregator framework","","","","","","",""
"tag","41a713c5-3e77-44b8-af19-cbd7979a3f1d","2025","eee49054-ca21-469d-8da7-7386c4e8e6fd","Communication channels and channel richness","","","","","","",""
"tag","3ef54428-c3ee-437f-9810-1bf9e1a27986","2025","f56288ef-a26d-402b-9dc1-f1d4e141968e","Payment banks and differentiated banks","","","","","","",""
"tag","432767fc-31d5-45fd-bad8-302f1813d01d","2025","fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a","Statement and assumption","","","","","","",""
"tag","4dd0ac4f-4ed7-40f5-beb6-1ed1847fd287","2025","fdc5bb1d-5db1-4ed2-af97-9ef85bf45a19","Guaranteed pension slabs","","","","","","",""
"tag","c17712aa-5513-40c4-aee6-8118656be055","2025","ff082708-c649-46b6-980f-4a66363e6eab","Percentage comparison ΓÇö what percent of / more than","","","","","","",""
"tag","e325a988-61f8-406c-b9a1-9d8a3a4e6f65","2025","ffdc4541-194f-4155-a578-d0fc9d7d4c91","Financial Inclusion Index and schemes","","","","","","",""
"tag","de91a6c3-a7fe-4510-9076-e5ce900d4261","2025","ffdc4541-194f-4155-a578-d0fc9d7d4c91","Financial Inclusion Index and schemes","","","","","","",""
