subject,subject_id,paper_code,phase,question_number,display_order,source_question_ref,topic,microtopic,microtopic_slug,question_id,stem_excerpt
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,69,9,CK-2020-Q069,Office Productivity Software,MS Word page setup and formatting,ck-ms-word-page-setup-and-formatting-d552a60e,,Q.69)The word wrap feature-
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,70,10,CK-2020-Q070,Cyber Security and Digital Literacy,Malware types and antivirus software,ck-malware-types-and-antivirus-software-05eb4896,,Q.70)VIRUS is actually an acronym for
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,71,11,CK-2020-Q071,Operating Systems and File Management,"Booting, BIOS and system startup",ck-booting-bios-and-system-startup-77819ad1,,Q.71)Which of the following BIOS function tests the computer hardware and makes sure that no error exists before loading
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,72,12,CK-2020-Q072,"Hardware, Peripherals and Storage","Printers, printing metrics and display hardware",ck-printers-printing-metrics-and-display-hardware-67bde690,,Q.72)A _____ is a piece of computer hardware that produces the image you see on a monitor.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,73,13,CK-2020-Q073,Office Productivity Software,"MS Word ribbon, tabs and shortcuts",ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8,,"Q.73)To increase the line spacing, use the ______ shortcut keys."
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,74,14,CK-2020-Q074,Office Productivity Software,"MS Excel cell references, shortcuts and display behaviour",ck-ms-excel-cell-references-shortcuts-and-display-behaviour-125ece4e,,Q.74)The letter and number of the intersecting column and row is the
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,75,15,CK-2020-Q075,Networking and the Internet,Network topologies,ck-network-topologies-0b6b1ec5,,Q.75)What type of topology is found in a WIRELESS LAN?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,76,16,CK-2020-Q076,Cyber Security and Digital Literacy,Malware types and antivirus software,ck-malware-types-and-antivirus-software-05eb4896,,Q.76)Symantec is the maker of which among the following popular antivirus software?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,77,17,CK-2020-Q077,"Hardware, Peripherals and Storage",Input devices and pointing hardware,ck-input-devices-and-pointing-hardware-29b27c37,,Q.77)Which of the following is an example of an input device?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,78,18,CK-2020-Q078,Networking and the Internet,Web browsers and browsing privacy,ck-web-browsers-and-browsing-privacy-dc79e064,,Q.78)The bottom portion of internet Browsers and other program Windows that displays the current status of the web page 
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,79,19,CK-2020-Q079,Networking and the Internet,OSI model and IP addressing,ck-osi-model-and-ip-addressing-15b04d54,,Q.79)Name the fourth layer of OSI model.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2020,1,80,20,CK-2020-Q080,Operating Systems and File Management,"Operating systems, utilities and system software",ck-operating-systems-utilities-and-system-software-97034c9c,,Q.80)Which of the following acts as an interface between user and hardware?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,51,1,CK-2021-Q051,Networking and the Internet,Internet protocols and addressing,ck-internet-protocols-and-addressing-d6583563,,Q.51) What is the full form of URL?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,52,2,CK-2021-Q052,Operating Systems and File Management,File and folder management,ck-file-and-folder-management-da299b46,,Q.52) Which of the following options is available in the share ribbon of file explorer in windows 10?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,53,3,CK-2021-Q053,"Hardware, Peripherals and Storage","Ports, connectors and expansion interfaces",ck-ports-connectors-and-expansion-interfaces-2f979e79,,Q.53) How many holes are there in a VGA connector?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,54,4,CK-2021-Q054,Office Productivity Software,"MS Word ribbon, tabs and shortcuts",ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8,,Q.54) _____ is found just above the file tab option in MS word. Its purpose is to provide a convenient access to most co
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,55,5,CK-2021-Q055,Office Productivity Software,"MS Excel cell references, shortcuts and display behaviour",ck-ms-excel-cell-references-shortcuts-and-display-behaviour-125ece4e,,"Q.55) In MS Excel, to reach to the last cell of the worksheet that contains data, which of the following shortcut key is"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,56,6,CK-2021-Q056,Operating Systems and File Management,File and folder management,ck-file-and-folder-management-da299b46,,Q.56) _____ file operation is simply deleting the file except deleting the attributes.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,57,7,CK-2021-Q057,Networking and the Internet,OSI model and IP addressing,ck-osi-model-and-ip-addressing-15b04d54,,Q.57) The length of IPv4 address is
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,58,8,CK-2021-Q058,Networking and the Internet,Networking devices,ck-networking-devices-3e223e93,,Q.58) ______ is a type of device that acts as the central point among computers and other devices that are a part of a n
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,59,9,CK-2021-Q059,Operating Systems and File Management,"Booting, BIOS and system startup",ck-booting-bios-and-system-startup-77819ad1,,Q.59) Starting a computer or a computer embedded device is called –
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,60,10,CK-2021-Q060,Computer Fundamentals and Evolution,Programming languages and their generations,ck-programming-languages-and-their-generations-82dc1184,,Q.60) Language used in second generation computers is called
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,61,11,CK-2021-Q061,Office Productivity Software,"MS Word ribbon, tabs and shortcuts",ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8,,Q.61) The ‘Header and Footer’ option in MS-Word is present under which tab?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,62,12,CK-2021-Q062,"Hardware, Peripherals and Storage","Microprocessors, registers and digital logic",ck-microprocessors-registers-and-digital-logic-abc4b913,,Q.62) Which of the following registers holds the address of an instruction?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,63,13,CK-2021-Q063,Operating Systems and File Management,"Operating systems, utilities and system software",ck-operating-systems-utilities-and-system-software-97034c9c,,Q.63) The difference between the arrival time and the time at which the process first gets the CPU is called _____ Time.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,64,14,CK-2021-Q064,Office Productivity Software,MS Excel formulas and functions,ck-ms-excel-formulas-and-functions-4bfb4eef,,Q.64) Which MS excel function calculates the number of days between 2 dates?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,65,15,CK-2021-Q065,Office Productivity Software,"MS Word ribbon, tabs and shortcuts",ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8,,"Q.65) Create, insert and write, preview results and finish are commands found in which tab of MS word 2013?"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,66,16,CK-2021-Q066,Networking and the Internet,Email fields and conventions,ck-email-fields-and-conventions-a8a98e6b,,Q.66) BCC stands for
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,67,17,CK-2021-Q067,Office Productivity Software,MS Excel charts and macros,ck-ms-excel-charts-and-macros-81d631a7,,"Q.67) _____ method can make macros run automatically in MS-excel 2013, once you have done some setup for scheduling a ma"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,68,18,CK-2021-Q068,Office Productivity Software,MS Excel charts and macros,ck-ms-excel-charts-and-macros-81d631a7,,Q.68) ________type of Column chart in MS-Excel 2013 is like a stacked column. It uses a single bar for each category and
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,69,19,CK-2021-Q069,Operating Systems and File Management,"Booting, BIOS and system startup",ck-booting-bios-and-system-startup-77819ad1,,"Q.69) ____ contains the code, by executing which the CPU access the very first partition of hard disk when we turn on th"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2021,1,70,20,CK-2021-Q070,"Hardware, Peripherals and Storage","Storage media, capacity and compression",ck-storage-media-capacity-and-compression-6859be60,,Q.70) What is the storage capacity of a dual layered Blue ray disc?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,51,1,CK-2022-Q051,Cyber Security and Digital Literacy,"File formats, encoding standards and multimedia",ck-file-formats-encoding-standards-and-multimedia-19b41cd1,,Q.51) What is the full form of TIFF?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,52,2,CK-2022-Q052,Cyber Security and Digital Literacy,"Firewalls, phishing and safe computing",ck-firewalls-phishing-and-safe-computing-624a87e3,,"Q.52) What is the attempt to acquire sensitive information such as usernames, passwords, and credit card details (and so"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,53,3,CK-2022-Q053,Networking and the Internet,Web browsers and browsing privacy,ck-web-browsers-and-browsing-privacy-dc79e064,,"Q.53) While browsing the internet, which of the following key is used for full screen view?"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,54,4,CK-2022-Q054,Office Productivity Software,MS PowerPoint views and slide show controls,ck-ms-powerpoint-views-and-slide-show-controls-be71eae2,,Q.54) Which PowerPoint view displays each slide of the presentation as a thumbnail and is useful for rearranging slides?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,55,5,CK-2022-Q055,Networking and the Internet,Networking devices,ck-networking-devices-3e223e93,,"Q.55) If you wish to extend the length of the network without having the signal degrade, you would use a _______."
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,56,6,CK-2022-Q056,"Hardware, Peripherals and Storage",Memory types and the memory hierarchy,ck-memory-types-and-the-memory-hierarchy-dbad8600,,Q.56) What kind of memory is both static and non-volatile?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,57,7,CK-2022-Q057,"Hardware, Peripherals and Storage","Storage media, capacity and compression",ck-storage-media-capacity-and-compression-6859be60,,Q.57) A normal CD-ROM usually can store up to _________data?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,58,8,CK-2022-Q058,"Hardware, Peripherals and Storage",Input devices and pointing hardware,ck-input-devices-and-pointing-hardware-29b27c37,,Q.58) What is a light pen?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,59,9,CK-2022-Q059,Computer Fundamentals and Evolution,Generations of computers and hardware evolution,ck-generations-of-computers-and-hardware-evolution-c0d1c6dd,,Q.59) What is the full form of UNIVAC?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,60,10,CK-2022-Q060,Computer Fundamentals and Evolution,Pioneers and landmarks in computing history,ck-pioneers-and-landmarks-in-computing-history-7da86b59,,Q.60) Who among the following is known as father of Internet?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,61,11,CK-2022-Q061,Networking and the Internet,Network topologies,ck-network-topologies-0b6b1ec5,,"Q.61) In which of the following topology, each device is connected to every other device on a network through a dedicate"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,62,12,CK-2022-Q062,"Hardware, Peripherals and Storage","Ports, connectors and expansion interfaces",ck-ports-connectors-and-expansion-interfaces-2f979e79,,Q.62) Which ports connect special types of music instruments to sound cards?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,63,13,CK-2022-Q063,Office Productivity Software,MS Word page setup and formatting,ck-ms-word-page-setup-and-formatting-d552a60e,,Q.63) Which files are contents readymade styles that can be used for a word document?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,64,14,CK-2022-Q064,"Hardware, Peripherals and Storage","Storage media, capacity and compression",ck-storage-media-capacity-and-compression-6859be60,,Q.64) Which of the following techniques can be used to store a large number of files in a small amount of storage space?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,65,15,CK-2022-Q065,Office Productivity Software,"MS Word ribbon, tabs and shortcuts",ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8,,Q.65) Which of the following shortcut key save the open document in MS Word like ‘Ctrl + S’?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,66,16,CK-2022-Q066,"Hardware, Peripherals and Storage","Printers, printing metrics and display hardware",ck-printers-printing-metrics-and-display-hardware-67bde690,,Q.66) Which printer is also called Inkless Printer?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,67,17,CK-2022-Q067,"Hardware, Peripherals and Storage",Memory types and the memory hierarchy,ck-memory-types-and-the-memory-hierarchy-dbad8600,,Q.67) Where are data and programme stored when the processor uses them?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,68,18,CK-2022-Q068,Cyber Security and Digital Literacy,"File formats, encoding standards and multimedia",ck-file-formats-encoding-standards-and-multimedia-19b41cd1,,Q.68) ASCII stands for
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,69,19,CK-2022-Q069,Operating Systems and File Management,"Operating systems, utilities and system software",ck-operating-systems-utilities-and-system-software-97034c9c,,Q.69) Vendor-created program modifications are called ______.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,1,70,20,CK-2022-Q070,Computer Fundamentals and Evolution,Generations of computers and hardware evolution,ck-generations-of-computers-and-hardware-evolution-c0d1c6dd,,Q.70) _______________ is used in second generation computer.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING,1,51,1,CK-2022-Q051,Office Productivity Software,MS Word page setup and formatting,ck-ms-word-page-setup-and-formatting-d552a60e,,Q.51) Margin that is added to the binding side of the page when printing is called?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING,1,52,2,CK-2022-Q052,Networking and the Internet,Web browsers and browsing privacy,ck-web-browsers-and-browsing-privacy-dc79e064,,Q.52) Which is the first browser to act as a text based browser?
