group,id,verdict,fact,source,note
ACT-IPI,ACTI-034,confirmed,"IRDA Act s.14(2)(m), s.19; Insurance Act s.39, s.110",https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-035,confirmed,IRDA Act s.19: <=6 months; powers exercised by persons directed by Central Govt; vacating members not disqualified from reappointment; notification and full report laid before each House,https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-036,confirmed,"IRDA Act s.16(1) grants, fees, charges; s.16(2)(c) (2025) capital expenditure per annual capex plan approved by Authority; penalties go to PEPF (s.16A)","https://prsindia.org/files/bills_acts/bills_parliament/2025/Sabka_Bima_Sabki_Raksha(Amendment_of_Insurance_Laws)Bill,2025.pdf",
ACT-IPI,ACTI-037,confirmed,"IRDA Act s.14(2)(i) (TAC words omitted 2025): rates, advantages, terms and conditions offered by insurers in respect of general insurance business",https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-038,confirmed,IRDA Act s.25: not more than 25 members excluding ex officio; Chairperson and members of Authority ex officio (1+5+4) -> 35,https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-039,confirmed,"IRDA Act s.16(1)-(2) (2025): fund credits exclude penalties (s.16A); applications include salaries, expenses, approved capex -> 1400-640 = 760",https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-040,confirmed,"IRDA Act s.16(3)-(4): reserve = min(25% x 760, 1080-1020) = 60; CFI 700",https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-041,confirmed,"IRDA Act s.14(2)(n) + Insurance Act s.102 (Rs 1 lakh/day, max Rs 10 cr) -> Rs 30 lakh; penalties to PEPF under s.16A",https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-042,confirmed,IRDA Act s.17 CAG audit; s.20(2) annual report within nine months after close of FY,https://ifsca.gov.in/CommonDirect/PreviewPdf?id=29709e474fe6b066fc0cb19f7d6aaf6e&fileName=IRDA_Act_1999_20260717_0229.pdf,
ACT-IPI,ACTI-044,confirmed,PFRDA Act s.25: no pension fund shall directly or indirectly invest subscribers' funds outside India,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-045,confirmed,PFRDA Act s.36: appeal to SAT within 45 days of receipt of order,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-046,confirmed,PFRDA Act s.12: applies to NPS and pension schemes not regulated by other enactments; excludes EPF & MP Act 1952 schemes etc.; State may notify NPS for its employees,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-047,confirmed,PFRDA Act s.23 proviso: at least one of the pension funds shall be a Government company,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-048,confirmed,"PFRDA Act s.5(1): 5-year term; Chairperson up to 65, whole-time member up to 62",https://prsindia.org/files/bills_acts/acts_parliament/2000/pfrda-act.pdf,
ACT-IPI,ACTI-049,confirmed,PFRDA Act s.20(2)(b): withdrawals not exceeding 25% of contribution made by the subscriber,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-051,confirmed,"PFRDA Act s.28(1)(a): Rs 1 lakh per day of failure or Rs 1 crore, whichever is less",https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-052,confirmed,PFRDA Act s.38: SC appeal within 60 days of communication; further period not exceeding 60 days,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-053,confirmed,PFRDA Act s.14(2): adjudication of disputes between intermediaries and between intermediaries and subscribers,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-054,confirmed,PFRDA Act s.29: all penalties credited to Subscriber Education and Protection Fund (s.41),https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-055,confirmed,PFRDA Act s.20(2): option up to 100% in Govt securities; minimum assured return schemes; no implicit/explicit assurance except market-based guarantee,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-056,confirmed,"PFRDA Act s.21 CRA, s.22 PoP, s.24 foreign holding cap, s.25 no investment outside India",https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-057,confirmed,"PFRDA Act s.28 residual limb: up to Rs 1 crore or 5x profits made/losses avoided, whichever higher",https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-058,confirmed,PFRDA Act s.35(1) cognizance only on Authority complaint; s.35(2) Court of Session; s.32(2) non-payment of penalty: 1 month to 10 years or fine up to Rs 25 cr or both,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-059,confirmed,PFRDA Act s.45: <=25 members excluding ex officio; Chairperson and members (1+3+3=7) ex officio -> 32,https://prsindia.org/files/bills_acts/acts_parliament/2000/pfrda-act.pdf,
ACT-IPI,ACTI-060,confirmed,"PFRDA Act s.7 two-year bar (Govt / regulated entity in pension sector); s.5 part-time term <=5 yrs; s.4 at least one each from economics, finance, law",https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-061,confirmed,PFRDA Act s.12: State Government may by notification make NPS applicable to its employees,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-062,confirmed,"PFRDA Act s.28(1)(a): min(98 days x Rs 1 lakh, Rs 1 cr) = Rs 98 lakh",https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-063,confirmed,PFRDA Act s.36: SAT within 45 days of receipt: 22-06-2026 + 45 = 06-08-2026,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-064,confirmed,"PFRDA Act s.30: factors - disproportionate gain/unfair advantage, loss to subscribers, repetitive nature of default",https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-065,confirmed,PFRDA Act s.38: SC within 60 days (14-12-2026 -> 12-02-2027) + up to 60 days,https://indiankanoon.org/doc/53900733/,
ACT-IPI,ACTI-067,confirmed,"IFSCA Act s.2: applies to IFSCs set up under s.18 SEZ Act, 2005",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-068,confirmed,"IFSCA Act s.5(1)(b): one member each nominated by RBI, SEBI, IRDAI, PFRDA (ex officio)",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-069,confirmed,IFSCA Act s.20: transactions in foreign currency specified by Authority regulations in consultation with Central Govt,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-070,confirmed,IFSCA Act s.13(1) + First Schedule (BR Act 1949 against RBI): powers exercised by IFSCA in IFSCs,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-071,confirmed,"IFSCA Act s.26: Authority not liable to income-tax or any other tax on wealth, income, profits or gains",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-072,confirmed,IFSCA Act s.5(1): 4 regulator nominees + 2 Finance Ministry officials are ex officio = 6,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-073,confirmed,"IFSCA Act s.6(1): 3-year term; Chairperson up to 65, whole-time member up to 62",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-074,confirmed,IFSCA Act s.19(2): annual report within ninety days after end of FY -> 29-06-2026,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-075,confirmed,IFSCA Act s.5(2): Chairperson shall be whole-time; clause (d) members whole-time or part-time,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-076,confirmed,IFSCA Act s.3: financial product includes foreign currency contracts other than contracts to exchange one currency for another settled immediately,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-077,confirmed,IFSCA Act s.31: draft notification laid before each House for 30 days; Houses may disapprove or modify,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-078,confirmed,"IFSCA Act s.13(4): filing, inspection, investigation, prosecution and penalty provisions of the respective Acts apply",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-079,confirmed,IFSCA Act First Schedule: Depositories Act - SEBI; GIBNA 1972 - IRDAI; PSS Act 2007 - RBI; PFRDA Act - PFRDA,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-080,confirmed,IFSCA Act s.8: quorum by regulations; majority of present and voting with casting vote; interested member discloses and abstains,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-081,confirmed,IFSCA Act s.6(3) resignation by not less than 3 months' notice; s.6(4) two-year bar for members other than ex officio,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-082,confirmed,IFSCA Act s.22: <=6 months; proviso - reasonable opportunity to make representations; Chairperson and all Members vacate,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-083,confirmed,IFSCA Act s.17: Authority constitutes PRC of at least two Members; review at least once every FY,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-084,confirmed,"IFSCA Act s.15 Fund (grants, fees, charges; applied to salaries and expenses); s.13(6) penalties to CFI in rupees",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-085,confirmed,IFSCA Act s.2: applies to every IFSC set up under s.18 SEZ Act; no IFSC named,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-086,confirmed,IFSCA Act s.13(1) + First Schedule (SCRA against SEBI),https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-087,confirmed,"IFSCA Act s.13(5): foreign-currency equivalent at RBI rate on date of order imposing penalty (2.4 cr / 86.40 = USD 277,777.78); s.13(6) credited to CFI in rupees",https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-088,confirmed,IFSCA Act s.20: only foreign currency specified by regulations,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-089,confirmed,IFSCA Act s.12(2)(b)-(c): regulate products notified by Central Govt; recommend new products for permission,https://indiankanoon.org/doc/112452457/,
ACT-IPI,ACTI-090,confirmed,"IFSCA Act s.6(4): non-ex officio members, 2 years, prior Central Govt approval for appointment in IFSC financial institution -> till 30-11-2027",https://indiankanoon.org/doc/112452457/,
ACT-OTH,ACTO-001,confirmed,s.2(v)(i): resident if residing in India >182 days in the preceding FY,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-002,confirmed,FEMA contraventions civil: s.13 penalty on adjudication (s.16); civil imprisonment only for non-payment (s.14),https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-003,confirmed,"s.6(2) (FA 2015, eff. 15-10-2019): RBI in consultation with CG specifies debt-instrument capital account transactions; s.6(2A) CG for non-debt",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-004,confirmed,s.10(1): RBI authorises AD/money changer/OBU on application,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-005,confirmed,s.35: appeal to HC within 60 days on any question of law; further 60 days condonable,https://bhattandjoshiassociates.com/challenging-fema-orders-understanding-appeal-provisions-and-grounds-for-review/,
ACT-OTH,ACTO-006,confirmed,s.2(v)(i) >182 days in preceding FY; 132+52=184 days in FY 2025-26,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-007,confirmed,s.2(v)(i)(A)(a): person going out for employment outside India is not resident,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-008,confirmed,"s.2(j)(iv): expenses for medical care of parents, spouse, children abroad = current account",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-009,confirmed,"LRS ceiling given in stem; FY 2026-27 remittances 2,25,000 -> headroom 25,000",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-010,confirmed,"s.11(3): up to Rs10,000 + Rs2,000 per day of continuing contravention",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-011,confirmed,s.13(1): up to thrice the sum involved where quantifiable,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-012,confirmed,s.15(1): compounding within 180 days of receipt of application; 1 Mar 2026+180 = 28 Aug 2026,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-013,confirmed,s.17 SD(Appeals) only for Asst/Deputy Director orders; s.19 Appellate Tribunal within 45 days,https://bhattandjoshiassociates.com/challenging-fema-orders-understanding-appeal-provisions-and-grounds-for-review/,
ACT-OTH,ACTO-014,confirmed,s.2(v)(i) requires MORE than 182 days; 182 fails (also holiday visitor/overseas employee excluded),https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-015,confirmed,"s.6(4), s.6(5) protect assets acquired while resident/non-resident or inherited; s.5 current account free subject to restrictions",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-016,confirmed,"s.13(1): Rs2 lakh if not quantifiable + Rs5,000/day after the first day",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-017,confirmed,"s.14: civil imprisonment if unpaid 90 days after notice; 3 years if demand > Rs1 crore, else 6 months",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-018,confirmed,"s.17 (Asst/Dy Dir -> SD(A)); s.19 (other AAs and SD(A) -> Appellate Tribunal); s.35 (HC, question of law)",https://bhattandjoshiassociates.com/challenging-fema-orders-understanding-appeal-provisions-and-grounds-for-review/,"Minor (key still right): Column B lists 'Appellate Tribunal' twice (3 and 4), so P-2,Q-4,R-3,S-1 would be equally correct if offered. Suggest making Column B four distinct forums."
ACT-OTH,ACTO-019,confirmed,FEMA preamble; FERA s.59 presumption; FEMA s.49(3) two-year bar on FERA cognizance,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-020,confirmed,"s.10(3) proviso: hearing required only for clause (b) grounds, not public-interest revocation",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-021,confirmed,s.2(v)(i)(A)(a) employment-abroad exclusion,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-022,confirmed,"s.13(1): 3 x (USD 3,20,000 x 84) = Rs8,06,40,000",https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-023,confirmed,s.17: Deputy Director order -> SD(Appeals) within 45 days; 14 Jul + 45 = 28 Aug 2026,https://bhattandjoshiassociates.com/challenging-fema-orders-understanding-appeal-provisions-and-grounds-for-review/,
ACT-OTH,ACTO-024,confirmed,s.15(1) compounding by ED/RBI officers authorised; s.15(2) bar on further proceedings; available pre-adjudication,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-025,confirmed,s.6(5): non-resident may hold Indian immovable property acquired when resident,https://www.indiacode.nic.in/bitstream/123456789/1988/1/A1999_42.pdf,
ACT-OTH,ACTO-026,confirmed,s.3(3): price-fixing among competitors presumed AAEC,https://www.cci.gov.in/legal-framwork/act,
ACT-OTH,ACTO-027,confirmed,"s.8(1) (2007): Chairperson + not less than 2, not more than 6 Members",https://www.cci.gov.in/legal-framwork/act,
ACT-OTH,ACTO-028,confirmed,s.53A: NCLAT is Appellate Tribunal since Finance Act 2017,https://www.cci.gov.in/legal-framwork/act,
ACT-OTH,ACTO-029,confirmed,s.4: only abuse of dominance prohibited; dominance per s.19(4),https://www.cci.gov.in/legal-framwork/act,
ACT-OTH,ACTO-030,confirmed,s.27(b): up to 10% of average turnover or income of 3 preceding FYs (2023 Explanation: global turnover),"https://prsindia.org/files/bills_acts/acts_parliament/2023/The%20Competition%20(Amendment)%20Act,%202023.pdf",
ACT-OTH,ACTO-031,confirmed,s.3(3)(d): bid rigging presumed AAEC,https://www.cci.gov.in/legal-framwork/act,
ACT-OTH,ACTO-032,confirmed,"s.5(d) (2023, in force 10-9-2024): deal value > Rs2,000 cr + substantial business operations in India; de minimis notification excludes s.5(d) deals","https://prsindia.org/files/bills_acts/acts_parliament/2023/The%20Competition%20(Amendment)%20Act,%202023.pdf",
ACT-OTH,ACTO-034,confirmed,s.4(2)(a) proviso: discriminatory price adopted to meet competition not abuse,https://www.cci.gov.in/legal-framwork/act,
ACT-OTH,ACTO-035,confirmed,s.48B(2): commitment for s.3(4)/s.4 after s.26(1) order and before receipt of DG report,"https://prsindia.org/files/bills_acts/acts_parliament/2023/The%20Competition%20(Amendment)%20Act,%202023.pdf",
ACT-OTH,ACTO-036,confirmed,"s.53B proviso (2023, in force 18-5-2023): 25% of penalty deposit before appeal entertained",https://www.azbpartners.com/bank/ministry-of-corporate-affairs-partially-notifies-some-provisions-of-the-competition-amendment-act-2023/,
